timestamp,heart_rate,dive_id,dive_phase
8/27/18 17:10:10,,2,descent
8/27/18 17:10:22,5.24,2,descent
8/27/18 17:10:31,6.55,2,descent
8/27/18 17:10:40,,2,descent
8/27/18 17:10:48,,2,descent
8/27/18 17:10:56,,2,descent
8/27/18 17:11:06,,2,descent
8/27/18 17:11:17,,2,descent
8/27/18 17:11:20,,2,descent
8/27/18 17:11:23,,2,descent
8/27/18 17:11:29,,2,descent
8/27/18 17:11:45,,2,descent
8/27/18 17:11:56,,2,descent
8/27/18 17:11:59,,2,descent
8/27/18 17:12:11,,2,descent
8/27/18 17:13:29,,2,lunge
8/27/18 17:13:43,,2,lunge
8/27/18 17:13:47,15.04,2,lunge
8/27/18 17:13:54,8.76,2,lunge
8/27/18 17:13:57,17.91,2,lunge
8/27/18 17:14:05,8.28,2,lunge
8/27/18 17:14:12,8.26,2,lunge
8/27/18 17:14:19,8.3,2,filter
8/27/18 17:14:27,7.42,2,filter
8/27/18 17:14:36,6.89,2,filter
8/27/18 17:14:45,6.7,2,filter
8/27/18 17:14:54,6.43,2,filter
8/27/18 17:15:11,3.54,2,filter
8/27/18 17:18:23,5.07,2,lunge
8/27/18 17:18:35,5.15,2,lunge
8/27/18 17:18:39,12.5,2,lunge
8/27/18 17:18:47,8.24,2,lunge
8/27/18 17:18:54,,2,lunge
8/27/18 17:18:58,,2,lunge
8/27/18 17:19:02,,2,lunge
8/27/18 17:19:11,,2,lunge
8/27/18 17:19:18,7.98,2,filter
8/27/18 17:19:27,7.24,2,filter
8/27/18 17:19:35,7.0,2,filter
8/27/18 17:19:44,6.86,2,filter
8/27/18 17:19:55,5.31,2,filter
8/27/18 17:20:09,4.57,2,ascent
8/27/18 17:20:19,5.55,2,ascent
8/27/18 17:20:26,8.46,2,ascent
8/27/18 17:20:29,20.91,2,ascent
8/27/18 17:20:33,17.0,2,ascent
8/27/18 17:20:36,19.42,2,ascent
8/27/18 17:20:39,17.6,2,ascent
8/27/18 17:20:42,19.74,2,ascent
8/27/18 17:20:46,15.11,2,ascent
8/27/18 17:20:53,8.89,2,ascent
8/27/18 17:20:56,19.74,2,ascent
8/27/18 17:21:03,9.3,2,ascent
8/27/18 17:21:09,8.98,2,ascent
8/27/18 17:21:12,19.35,2,ascent
8/27/18 17:21:19,8.45,2,ascent
8/27/18 17:21:23,18.58,2,ascent
8/27/18 17:21:29,9.51,2,ascent
8/27/18 17:21:32,17.96,2,ascent
8/27/18 17:21:39,8.61,2,ascent
8/27/18 17:21:42,19.67,2,ascent
8/27/18 17:21:46,17.86,2,ascent
8/27/18 17:21:49,18.93,2,ascent
8/27/18 17:21:52,20.83,2,ascent
8/27/18 17:21:55,20.2,2,ascent
8/27/18 17:21:58,21.35,2,ascent
8/27/18 17:22:00,23.08,2,ascent
8/27/18 17:22:03,24.39,2,ascent
8/27/18 17:22:05,24.0,2,ascent
8/27/18 17:22:07,26.43,2,ascent
8/27/18 17:22:10,26.55,2,ascent
8/27/18 17:22:12,24.1,2,ascent
8/27/18 17:22:14,26.55,2,ascent
8/27/18 17:22:17,26.43,2,ascent
8/27/18 17:22:19,27.27,2,ascent
8/27/18 17:22:21,28.44,2,ascent
8/27/18 17:22:23,29.56,2,ascent
8/27/18 17:22:25,29.7,2,ascent
8/27/18 17:22:27,30.3,2,ascent
8/27/18 17:22:29,,2,ascent
8/27/18 17:22:31,,2,ascent
8/27/18 17:22:33,,2,ascent
8/27/18 17:22:34,32.97,2,ascent
8/27/18 17:22:36,32.26,2,ascent
8/27/18 17:22:38,33.9,2,surface
8/27/18 17:22:40,,2,surface
8/27/18 17:22:44,,2,surface
8/27/18 17:22:44,,2,surface
8/27/18 17:22:54,,2,surface
8/27/18 17:22:56,,2,surface
8/27/18 17:22:57,34.29,2,surface
8/27/18 17:22:59,34.48,2,surface
8/27/18 17:23:01,35.5,2,surface
8/27/18 17:23:03,,2,surface
8/27/18 17:23:10,,2,surface
8/27/18 17:23:11,35.5,2,surface
8/27/18 17:23:13,34.48,2,surface
8/27/18 17:23:15,34.48,2,surface
8/27/18 17:23:16,34.48,2,surface
8/27/18 17:23:18,,2,surface
8/27/18 17:23:22,,2,surface
8/27/18 17:23:23,34.68,2,surface
8/27/18 17:23:25,34.48,2,surface
8/27/18 17:23:27,34.29,2,surface
8/27/18 17:23:29,33.9,2,surface
8/27/18 17:23:30,34.29,2,surface
8/27/18 17:23:33,,2,surface
8/27/18 17:23:36,,2,surface
8/27/18 17:23:38,33.33,2,surface
8/27/18 17:23:39,33.71,2,surface
8/27/18 17:23:41,33.15,2,surface
8/27/18 17:23:43,33.15,2,surface
8/27/18 17:23:45,33.15,2,surface
8/27/18 17:23:48,,2,surface
8/27/18 17:23:50,,2,surface
8/27/18 17:23:52,32.26,2,surface
8/27/18 17:23:54,32.61,2,surface
8/27/18 17:23:56,32.79,2,surface
8/27/18 17:23:58,32.43,2,surface
8/27/18 17:23:58,,2,surface
8/27/18 17:24:00,32.79,2,surface
8/27/18 17:24:02,,2,surface
8/27/18 17:24:09,,2,surface
8/27/18 17:24:11,31.58,2,surface
8/27/18 17:24:13,32.43,2,surface
8/27/18 17:24:15,,2,surface
8/27/18 17:24:16,,2,surface
8/27/18 17:24:16,,2,surface
8/27/18 17:24:22,,2,surface
8/27/18 17:24:24,32.09,2,surface
8/27/18 17:24:26,28.04,2,surface
8/27/18 17:24:28,34.88,2,surface
8/27/18 17:24:30,31.58,2,surface
8/27/18 17:24:32,31.25,2,surface
8/27/18 17:24:34,31.75,2,surface
8/27/18 17:24:36,30.61,2,surface
8/27/18 17:24:38,31.91,2,surface
8/27/18 17:24:40,31.09,2,surface
8/27/18 17:24:40,,2,surface
8/27/18 17:24:46,,2,surface
8/27/18 17:24:47,,2,surface
8/27/18 17:24:49,30.77,2,surface
8/27/18 17:24:51,30.61,2,surface
8/27/18 17:24:53,31.09,2,surface
8/27/18 17:24:55,30.93,2,surface
8/27/18 17:24:57,30.61,2,surface
8/27/18 17:25:00,,2,surface
8/27/18 17:25:02,,2,surface
8/27/18 17:25:05,,2,surface
8/27/18 17:25:07,30.3,2,surface
8/27/18 17:25:09,30.15,2,surface
8/27/18 17:25:11,30.61,2,surface
8/27/18 17:25:13,30.3,2,surface
8/27/18 17:25:15,30.0,2,surface
8/27/18 17:25:17,30.46,2,surface
8/27/18 17:25:19,29.85,2,surface
8/27/18 17:25:20,,2,surface
8/27/18 17:25:25,,2,surface
8/27/18 17:25:28,,3,descent
8/27/18 17:25:37,,3,descent
8/27/18 17:25:46,6.51,3,descent
8/27/18 17:25:55,7.06,3,descent
8/27/18 17:26:03,7.44,3,descent
8/27/18 17:26:11,7.45,3,descent
8/27/18 17:26:19,6.84,3,descent
8/27/18 17:26:29,6.36,3,descent
8/27/18 17:26:40,5.63,3,descent
8/27/18 17:26:53,4.57,3,descent
8/27/18 17:27:06,,3,descent
8/27/18 17:27:12,,3,descent
8/27/18 17:28:23,,3,lunge
8/27/18 17:28:29,,3,lunge
8/27/18 17:28:34,,3,lunge
8/27/18 17:28:37,16.0,3,lunge
8/27/18 17:28:44,8.58,3,lunge
8/27/18 17:28:51,8.63,3,lunge
8/27/18 17:28:59,8.23,3,lunge
8/27/18 17:29:06,7.97,3,lunge
8/27/18 17:29:14,7.49,3,filter
8/27/18 17:29:23,7.04,3,filter
8/27/18 17:29:31,7.07,3,filter
8/27/18 17:29:40,6.87,3,filter
8/27/18 17:29:49,6.62,3,filter
8/27/18 17:30:07,,3,filter
8/27/18 17:30:27,,3,lunge
8/27/18 17:30:34,8.16,3,lunge
8/27/18 17:30:41,8.8,3,lunge
8/27/18 17:30:44,20.07,3,lunge
8/27/18 17:30:50,8.9,3,lunge
8/27/18 17:30:58,8.47,3,filter
8/27/18 17:31:05,7.66,3,filter
8/27/18 17:31:14,7.08,3,filter
8/27/18 17:31:23,6.78,3,filter
8/27/18 17:31:32,6.22,3,filter
8/27/18 17:31:45,4.89,3,filter
8/27/18 17:31:58,4.59,3,lunge
8/27/18 17:32:08,5.58,3,lunge
8/27/18 17:32:16,8.1,3,lunge
8/27/18 17:32:23,8.66,3,lunge
8/27/18 17:32:30,8.78,3,lunge
8/27/18 17:32:37,8.58,3,lunge
8/27/18 17:32:44,8.25,3,filter
8/27/18 17:32:51,7.89,3,filter
8/27/18 17:33:00,7.2,3,filter
8/27/18 17:33:08,6.87,3,filter
8/27/18 17:33:19,5.91,3,filter
8/27/18 17:33:32,,3,filter
8/27/18 17:33:35,,3,lunge
8/27/18 17:33:41,,3,lunge
8/27/18 17:33:44,,3,lunge
8/27/18 17:33:53,6.67,3,lunge
8/27/18 17:33:56,17.75,3,lunge
8/27/18 17:34:03,8.58,3,lunge
8/27/18 17:34:06,19.48,3,lunge
8/27/18 17:34:13,8.89,3,lunge
8/27/18 17:34:16,18.93,3,lunge
8/27/18 17:34:23,8.93,3,lunge
8/27/18 17:34:30,8.0,3,filter
8/27/18 17:34:38,7.48,3,filter
8/27/18 17:34:47,7.26,3,filter
8/27/18 17:34:55,6.88,3,filter
8/27/18 17:35:04,6.7,3,filter
8/27/18 17:35:17,4.67,3,filter
8/27/18 17:35:24,,3,ascent
8/27/18 17:35:29,,3,ascent
8/27/18 17:35:40,,3,ascent
8/27/18 17:35:47,8.5,3,ascent
8/27/18 17:35:50,21.2,3,ascent
8/27/18 17:35:50,,3,ascent
8/27/18 17:35:53,20.07,3,ascent
8/27/18 17:35:56,19.87,3,ascent
8/27/18 17:35:59,19.29,3,ascent
8/27/18 17:36:02,20.62,3,ascent
8/27/18 17:36:05,20.0,3,ascent
8/27/18 17:36:08,19.87,3,ascent
8/27/18 17:36:11,18.18,3,ascent
8/27/18 17:36:18,9.36,3,ascent
8/27/18 17:36:21,21.35,3,ascent
8/27/18 17:36:26,,3,ascent
8/27/18 17:36:28,,3,ascent
8/27/18 17:36:31,20.98,3,ascent
8/27/18 17:36:33,,3,ascent
8/27/18 17:36:38,,3,ascent
8/27/18 17:36:41,19.05,3,ascent
8/27/18 17:36:48,8.77,3,ascent
8/27/18 17:36:54,9.06,3,ascent
8/27/18 17:36:57,21.2,3,ascent
8/27/18 17:37:04,9.06,3,ascent
8/27/18 17:37:06,20.83,3,ascent
8/27/18 17:37:10,18.99,3,ascent
8/27/18 17:37:12,22.22,3,ascent
8/27/18 17:37:15,21.66,3,ascent
8/27/18 17:37:18,23.35,3,ascent
8/27/18 17:37:20,24.29,3,ascent
8/27/18 17:37:23,24.29,3,ascent
8/27/18 17:37:25,23.26,3,ascent
8/27/18 17:37:28,25.1,3,ascent
8/27/18 17:37:30,24.19,3,ascent
8/27/18 17:37:32,25.1,3,ascent
8/27/18 17:37:35,,3,ascent
8/27/18 17:37:36,,3,ascent
8/27/18 17:37:43,,3,ascent
8/27/18 17:37:46,,3,ascent
8/27/18 17:37:48,29.7,3,ascent
8/27/18 17:37:50,30.61,3,ascent
8/27/18 17:37:52,31.58,3,ascent
8/27/18 17:37:53,31.91,3,surface
8/27/18 17:37:55,32.61,3,surface
8/27/18 17:37:57,,3,surface
8/27/18 17:37:58,,3,surface
8/27/18 17:38:03,,3,surface
8/27/18 17:38:04,33.9,3,surface
8/27/18 17:38:06,34.09,3,surface
8/27/18 17:38:08,34.09,3,surface
8/27/18 17:38:10,34.29,3,surface
8/27/18 17:38:11,34.09,3,surface
8/27/18 17:38:11,,3,surface
8/27/18 17:38:17,,3,surface
8/27/18 17:38:20,,3,surface
8/27/18 17:38:24,,3,surface
8/27/18 17:38:25,34.48,3,surface
8/27/18 17:38:27,34.48,3,surface
8/27/18 17:38:29,34.09,3,surface
8/27/18 17:38:31,34.29,3,surface
8/27/18 17:38:32,,3,surface
8/27/18 17:38:34,,3,surface
8/27/18 17:38:36,,3,surface
8/27/18 17:38:38,,3,surface
8/27/18 17:38:40,,3,surface
8/27/18 17:38:41,34.48,3,surface
8/27/18 17:38:43,33.71,3,surface
8/27/18 17:38:45,,3,surface
8/27/18 17:38:49,,3,surface
8/27/18 17:38:50,,3,surface
8/27/18 17:38:52,,3,surface
8/27/18 17:38:54,,3,surface
8/27/18 17:39:00,,3,surface
8/27/18 17:39:10,,3,surface
8/27/18 17:39:13,,3,surface
8/27/18 17:39:15,32.09,3,surface
8/27/18 17:39:17,31.41,3,surface
8/27/18 17:39:19,,3,surface
8/27/18 17:39:19,,3,surface
8/27/18 17:39:20,,3,surface
8/27/18 17:39:22,,3,surface
8/27/18 17:39:24,31.91,3,surface
8/27/18 17:39:26,31.75,3,surface
8/27/18 17:39:28,32.26,3,surface
8/27/18 17:39:30,32.09,3,surface
8/27/18 17:39:32,,3,surface
8/27/18 17:39:34,,3,surface
8/27/18 17:39:35,,3,surface
8/27/18 17:39:36,,3,surface
8/27/18 17:39:38,30.0,3,surface
8/27/18 17:39:40,31.41,3,surface
8/27/18 17:39:41,35.29,3,surface
8/27/18 17:39:44,28.57,3,surface
8/27/18 17:39:45,31.75,3,surface
8/27/18 17:39:47,32.43,3,surface
8/27/18 17:39:49,31.41,3,surface
8/27/18 17:39:51,,3,surface
8/27/18 17:39:55,,3,surface
8/27/18 17:39:57,,3,surface
8/27/18 17:39:59,30.77,3,surface
8/27/18 17:40:01,31.58,3,surface
8/27/18 17:40:03,30.77,3,surface
8/27/18 17:40:05,31.58,3,surface
8/27/18 17:40:06,31.41,3,surface
8/27/18 17:40:08,31.41,3,surface
8/27/18 17:40:10,32.43,3,surface
8/27/18 17:40:12,31.75,3,surface
8/27/18 17:40:14,32.09,3,surface
8/27/18 17:40:16,32.09,3,surface
8/27/18 17:40:18,,3,surface
8/27/18 17:40:19,,3,surface
8/27/18 17:40:21,,3,surface
8/27/18 17:40:21,,3,surface
8/27/18 17:40:23,32.97,3,surface
8/27/18 17:40:25,32.09,3,surface
8/27/18 17:40:27,32.61,3,surface
8/27/18 17:40:29,32.43,3,surface
8/27/18 17:40:31,32.26,3,surface
8/27/18 17:40:33,32.26,3,surface
8/27/18 17:40:34,32.61,3,surface
8/27/18 17:40:36,,3,surface
8/27/18 17:40:38,,3,surface
8/27/18 17:40:46,,4,descent
